sku,week,units
21498,2011-01-10,175.0
21498,2011-01-17,150.0
21498,2011-01-24,250.0
21498,2011-01-31,175.0
21498,2011-02-07,75.0
21498,2011-02-14,116.0
21498,2011-02-21,175.0
21498,2011-02-28,425.0
21498,2011-03-07,50.0
21498,2011-03-14,60.0
21498,2011-03-21,75.0
21498,2011-03-28,175.0
21498,2011-04-04,100.0
21498,2011-04-11,150.0
21498,2011-04-18,25.0
21498,2011-04-25,50.0
21498,2011-05-02,750.0
21498,2011-05-09,100.0
21498,2011-05-16,75.0
21498,2011-05-23,225.0
21498,2011-05-30,150.0
21498,2011-06-06,200.0
21498,2011-06-13,175.0
21498,2011-06-20,275.0
21498,2011-06-27,150.0
21498,2011-07-04,150.0
21498,2011-07-11,200.0
21498,2011-07-18,250.0
21498,2011-07-25,100.0
21498,2011-08-01,200.0
21498,2011-08-08,100.0
21498,2011-08-15,75.0
21498,2011-08-22,100.0
21498,2011-08-29,50.0
21498,2011-09-05,275.0
21498,2011-09-12,125.0
21498,2011-09-19,175.0
21498,2011-09-26,275.0
21498,2011-10-03,125.0
21498,2011-10-10,150.0
21498,2011-10-17,100.0
21498,2011-10-24,325.0
21498,2011-10-31,325.0
21498,2011-11-07,200.0
21498,2011-11-14,250.0
21498,2011-11-21,225.0
21498,2011-11-28,250.0
21915,2009-12-07,0.0
21915,2009-12-14,0.0
21915,2009-12-21,0.0
21915,2009-12-28,0.0
21915,2010-01-04,0.0
21915,2010-01-11,0.0
21915,2010-01-18,0.0
21915,2010-01-25,0.0
21915,2010-02-01,0.0
21915,2010-02-08,0.0
21915,2010-02-15,0.0
21915,2010-02-22,0.0
21915,2010-03-01,0.0
21915,2010-03-08,0.0
21915,2010-03-15,36.0
21915,2010-03-22,115.0
21915,2010-03-29,885.0
21915,2010-04-05,350.0
21915,2010-04-12,70.0
21915,2010-04-19,50.0
21915,2010-04-26,547.0
21915,2010-05-03,38.0
21915,2010-05-10,893.0
21915,2010-05-17,37.0
21915,2010-05-24,110.0
21915,2010-05-31,89.0
21915,2010-06-07,328.0
21915,2010-06-14,61.0
21915,2010-06-21,50.0
21915,2010-06-28,198.0
21915,2010-07-05,79.0
21915,2010-07-12,120.0
21915,2010-07-19,324.0
21915,2010-07-26,126.0
21915,2010-08-02,1228.0
21915,2010-08-09,80.0
21915,2010-08-16,39.0
21915,2010-08-23,207.0
21915,2010-08-30,689.0
21915,2010-09-06,145.0
21915,2010-09-13,91.0
21915,2010-09-20,452.0
21915,2010-09-27,454.0
21915,2010-10-04,1233.0
21915,2010-10-11,365.0
21915,2010-10-18,3.0
21915,2010-10-25,3.0
21915,2010-11-01,1979.0
21915,2010-11-08,3.0
21915,2010-11-15,336.0
21915,2010-11-22,516.0
21915,2010-11-29,1676.0
21915,2010-12-06,202.0
21915,2010-12-13,302.0
21915,2010-12-20,13.0
21915,2010-12-27,0.0
21915,2011-01-03,21.0
21915,2011-01-10,36.0
21915,2011-01-17,68.0
21915,2011-01-24,72.0
21915,2011-01-31,472.0
21915,2011-02-07,25.0
21915,2011-02-14,15.0
21915,2011-02-21,101.0
21915,2011-02-28,352.0
21915,2011-03-07,319.0
21915,2011-03-14,144.0
21915,2011-03-21,108.0
21915,2011-03-28,682.0
21915,2011-04-04,83.0
21915,2011-04-11,96.0
21915,2011-04-18,125.0
21915,2011-04-25,364.0
21915,2011-05-02,92.0
21915,2011-05-09,124.0
21915,2011-05-16,252.0
21915,2011-05-23,61.0
21915,2011-05-30,293.0
21915,2011-06-06,72.0
21915,2011-06-13,158.0
21915,2011-06-20,278.0
21915,2011-06-27,126.0
21915,2011-07-04,49.0
21915,2011-07-11,151.0
21915,2011-07-18,75.0
21915,2011-07-25,162.0
21915,2011-08-01,357.0
21915,2011-08-08,833.0
21915,2011-08-15,96.0
21915,2011-08-22,354.0
21915,2011-08-29,889.0
21915,2011-09-05,130.0
21915,2011-09-12,223.0
21915,2011-09-19,197.0
21915,2011-09-26,192.0
21915,2011-10-03,1771.0
21915,2011-10-10,180.0
21915,2011-10-17,487.0
21915,2011-10-24,217.0
21915,2011-10-31,2640.0
21915,2011-11-07,661.0
21915,2011-11-14,351.0
21915,2011-11-21,22.0
21915,2011-11-28,1120.0
21928,2009-12-07,360.0
21928,2009-12-14,92.0
21928,2009-12-21,1.0
21928,2009-12-28,0.0
21928,2010-01-04,189.0
21928,2010-01-11,512.0
21928,2010-01-18,145.0
21928,2010-01-25,144.0
21928,2010-02-01,83.0
21928,2010-02-08,127.0
21928,2010-02-15,367.0
21928,2010-02-22,147.0
21928,2010-03-01,160.0
21928,2010-03-08,136.0
21928,2010-03-15,146.0
21928,2010-03-22,524.0
21928,2010-03-29,185.0
21928,2010-04-05,67.0
21928,2010-04-12,144.0
21928,2010-04-19,345.0
21928,2010-04-26,387.0
21928,2010-05-03,86.0
21928,2010-05-10,261.0
21928,2010-05-17,14.0
21928,2010-05-24,0.0
21928,2010-05-31,0.0
21928,2010-06-07,1.0
21928,2010-06-14,15.0
21928,2010-06-21,405.0
21928,2010-06-28,448.0
21928,2010-07-05,341.0
21928,2010-07-12,399.0
21928,2010-07-19,620.0
21928,2010-07-26,104.0
21928,2010-08-02,209.0
21928,2010-08-09,438.0
21928,2010-08-16,369.0
21928,2010-08-23,241.0
21928,2010-08-30,720.0
21928,2010-09-06,312.0
21928,2010-09-13,111.0
21928,2010-09-20,390.0
21928,2010-09-27,325.0
21928,2010-10-04,434.0
21928,2010-10-11,430.0
21928,2010-10-18,54.0
21928,2010-10-25,111.0
21928,2010-11-01,276.0
21928,2010-11-08,463.0
21928,2010-11-15,233.0
21928,2010-11-22,93.0
21928,2010-11-29,284.0
21928,2010-12-06,363.0
21928,2010-12-13,123.0
21928,2010-12-20,19.0
21928,2010-12-27,0.0
21928,2011-01-03,151.0
21928,2011-01-10,59.0
21928,2011-01-17,204.0
21928,2011-01-24,95.0
21928,2011-01-31,182.0
21928,2011-02-07,89.0
21928,2011-02-14,337.0
21928,2011-02-21,95.0
21928,2011-02-28,33.0
21928,2011-03-07,149.0
21928,2011-03-14,735.0
21928,2011-03-21,294.0
21928,2011-03-28,386.0
21928,2011-04-04,80.0
21928,2011-04-11,68.0
21928,2011-04-18,271.0
21928,2011-04-25,205.0
21928,2011-05-02,138.0
21928,2011-05-09,139.0
21928,2011-05-16,355.0
21928,2011-05-23,183.0
21928,2011-05-30,131.0
21928,2011-06-06,164.0
21928,2011-06-13,57.0
21928,2011-06-20,362.0
21928,2011-06-27,52.0
21928,2011-07-04,94.0
21928,2011-07-11,30.0
21928,2011-07-18,131.0
21928,2011-07-25,245.0
21928,2011-08-01,171.0
21928,2011-08-08,134.0
21928,2011-08-15,258.0
21928,2011-08-22,325.0
21928,2011-08-29,185.0
21928,2011-09-05,126.0
21928,2011-09-12,202.0
21928,2011-09-19,221.0
21928,2011-09-26,349.0
21928,2011-10-03,156.0
21928,2011-10-10,79.0
21928,2011-10-17,173.0
21928,2011-10-24,125.0
21928,2011-10-31,207.0
21928,2011-11-07,313.0
21928,2011-11-14,99.0
21928,2011-11-21,71.0
21928,2011-11-28,215.0
21929,2009-12-07,258.0
21929,2009-12-14,228.0
21929,2009-12-21,2.0
21929,2009-12-28,0.0
21929,2010-01-04,126.0
21929,2010-01-11,443.0
21929,2010-01-18,46.0
21929,2010-01-25,118.0
21929,2010-02-01,77.0
21929,2010-02-08,125.0
21929,2010-02-15,376.0
21929,2010-02-22,389.0
21929,2010-03-01,392.0
21929,2010-03-08,62.0
21929,2010-03-15,294.0
21929,2010-03-22,301.0
21929,2010-03-29,53.0
21929,2010-04-05,138.0
21929,2010-04-12,265.0
21929,2010-04-19,151.0
21929,2010-04-26,1.0
21929,2010-05-03,0.0
21929,2010-05-10,0.0
21929,2010-05-17,0.0
21929,2010-05-24,0.0
21929,2010-05-31,0.0
21929,2010-06-07,788.0
21929,2010-06-14,98.0
21929,2010-06-21,391.0
21929,2010-06-28,442.0
21929,2010-07-05,336.0
21929,2010-07-12,503.0
21929,2010-07-19,501.0
21929,2010-07-26,464.0
21929,2010-08-02,142.0
21929,2010-08-09,529.0
21929,2010-08-16,665.0
21929,2010-08-23,251.0
21929,2010-08-30,1057.0
21929,2010-09-06,302.0
21929,2010-09-13,163.0
21929,2010-09-20,71.0
21929,2010-09-27,329.0
21929,2010-10-04,290.0
21929,2010-10-11,406.0
21929,2010-10-18,166.0
21929,2010-10-25,122.0
21929,2010-11-01,246.0
21929,2010-11-08,180.0
21929,2010-11-15,213.0
21929,2010-11-22,108.0
21929,2010-11-29,207.0
21929,2010-12-06,197.0
21929,2010-12-13,183.0
21929,2010-12-20,13.0
21929,2010-12-27,0.0
21929,2011-01-03,410.0
21929,2011-01-10,72.0
21929,2011-01-17,41.0
21929,2011-01-24,181.0
21929,2011-01-31,235.0
21929,2011-02-07,89.0
21929,2011-02-14,240.0
21929,2011-02-21,106.0
21929,2011-02-28,186.0
21929,2011-03-07,322.0
21929,2011-03-14,498.0
21929,2011-03-21,420.0
21929,2011-03-28,463.0
21929,2011-04-04,94.0
21929,2011-04-11,105.0
21929,2011-04-18,43.0
21929,2011-04-25,108.0
21929,2011-05-02,124.0
21929,2011-05-09,145.0
21929,2011-05-16,280.0
21929,2011-05-23,312.0
21929,2011-05-30,204.0
21929,2011-06-06,220.0
21929,2011-06-13,104.0
21929,2011-06-20,145.0
21929,2011-06-27,58.0
21929,2011-07-04,132.0
21929,2011-07-11,53.0
21929,2011-07-18,422.0
21929,2011-07-25,295.0
21929,2011-08-01,390.0
21929,2011-08-08,100.0
21929,2011-08-15,224.0
21929,2011-08-22,81.0
21929,2011-08-29,207.0
21929,2011-09-05,144.0
21929,2011-09-12,78.0
21929,2011-09-19,379.0
21929,2011-09-26,112.0
21929,2011-10-03,461.0
21929,2011-10-10,71.0
21929,2011-10-17,84.0
21929,2011-10-24,67.0
21929,2011-10-31,69.0
21929,2011-11-07,407.0
21929,2011-11-14,81.0
21929,2011-11-21,53.0
21929,2011-11-28,107.0
21931,2009-12-07,241.0
21931,2009-12-14,383.0
21931,2009-12-21,16.0
21931,2009-12-28,0.0
21931,2010-01-04,231.0
21931,2010-01-11,260.0
21931,2010-01-18,189.0
21931,2010-01-25,216.0
21931,2010-02-01,225.0
21931,2010-02-08,87.0
21931,2010-02-15,293.0
21931,2010-02-22,230.0
21931,2010-03-01,218.0
21931,2010-03-08,337.0
21931,2010-03-15,346.0
21931,2010-03-22,461.0
21931,2010-03-29,235.0
21931,2010-04-05,61.0
21931,2010-04-12,153.0
21931,2010-04-19,338.0
21931,2010-04-26,355.0
21931,2010-05-03,263.0
21931,2010-05-10,152.0
21931,2010-05-17,196.0
21931,2010-05-24,248.0
21931,2010-05-31,112.0
21931,2010-06-07,240.0
21931,2010-06-14,130.0
21931,2010-06-21,243.0
21931,2010-06-28,389.0
21931,2010-07-05,163.0
21931,2010-07-12,399.0
21931,2010-07-19,430.0
21931,2010-07-26,200.0
21931,2010-08-02,166.0
21931,2010-08-09,478.0
21931,2010-08-16,510.0
21931,2010-08-23,344.0
21931,2010-08-30,511.0
21931,2010-09-06,527.0
21931,2010-09-13,253.0
21931,2010-09-20,349.0
21931,2010-09-27,399.0
21931,2010-10-04,130.0
21931,2010-10-11,215.0
21931,2010-10-18,162.0
21931,2010-10-25,180.0
21931,2010-11-01,177.0
21931,2010-11-08,621.0
21931,2010-11-15,363.0
21931,2010-11-22,387.0
21931,2010-11-29,270.0
21931,2010-12-06,209.0
21931,2010-12-13,174.0
21931,2010-12-20,61.0
21931,2010-12-27,0.0
21931,2011-01-03,216.0
21931,2011-01-10,281.0
21931,2011-01-17,80.0
21931,2011-01-24,259.0
21931,2011-01-31,127.0
21931,2011-02-07,230.0
21931,2011-02-14,500.0
21931,2011-02-21,164.0
21931,2011-02-28,162.0
21931,2011-03-07,87.0
21931,2011-03-14,248.0
21931,2011-03-21,400.0
21931,2011-03-28,349.0
21931,2011-04-04,233.0
21931,2011-04-11,182.0
21931,2011-04-18,59.0
21931,2011-04-25,109.0
21931,2011-05-02,171.0
21931,2011-05-09,453.0
21931,2011-05-16,176.0
21931,2011-05-23,251.0
21931,2011-05-30,114.0
21931,2011-06-06,230.0
21931,2011-06-13,93.0
21931,2011-06-20,244.0
21931,2011-06-27,427.0
21931,2011-07-04,351.0
21931,2011-07-11,156.0
21931,2011-07-18,257.0
21931,2011-07-25,230.0
21931,2011-08-01,383.0
21931,2011-08-08,297.0
21931,2011-08-15,395.0
21931,2011-08-22,356.0
21931,2011-08-29,302.0
21931,2011-09-05,276.0
21931,2011-09-12,330.0
21931,2011-09-19,278.0
21931,2011-09-26,260.0
21931,2011-10-03,444.0
21931,2011-10-10,243.0
21931,2011-10-17,140.0
21931,2011-10-24,342.0
21931,2011-10-31,245.0
21931,2011-11-07,504.0
21931,2011-11-14,149.0
21931,2011-11-21,209.0
21931,2011-11-28,257.0
21975,2009-12-07,112.0
21975,2009-12-14,134.0
21975,2009-12-21,3.0
21975,2009-12-28,0.0
21975,2010-01-04,48.0
21975,2010-01-11,62.0
21975,2010-01-18,373.0
21975,2010-01-25,241.0
21975,2010-02-01,165.0
21975,2010-02-08,414.0
21975,2010-02-15,133.0
21975,2010-02-22,239.0
21975,2010-03-01,416.0
21975,2010-03-08,87.0
21975,2010-03-15,853.0
21975,2010-03-22,253.0
21975,2010-03-29,61.0
21975,2010-04-05,483.0
21975,2010-04-12,87.0
21975,2010-04-19,296.0
21975,2010-04-26,360.0
21975,2010-05-03,171.0
21975,2010-05-10,224.0
21975,2010-05-17,192.0
21975,2010-05-24,799.0
21975,2010-05-31,299.0
21975,2010-06-07,327.0
21975,2010-06-14,131.0
21975,2010-06-21,250.0
21975,2010-06-28,554.0
21975,2010-07-05,471.0
21975,2010-07-12,51.0
21975,2010-07-19,103.0
21975,2010-07-26,340.0
21975,2010-08-02,167.0
21975,2010-08-09,512.0
21975,2010-08-16,316.0
21975,2010-08-23,80.0
21975,2010-08-30,225.0
21975,2010-09-06,184.0
21975,2010-09-13,253.0
21975,2010-09-20,258.0
21975,2010-09-27,234.0
21975,2010-10-04,1137.0
21975,2010-10-11,253.0
21975,2010-10-18,286.0
21975,2010-10-25,82.0
21975,2010-11-01,491.0
21975,2010-11-08,122.0
21975,2010-11-15,468.0
21975,2010-11-22,90.0
21975,2010-11-29,117.0
21975,2010-12-06,42.0
21975,2010-12-13,33.0
21975,2010-12-20,480.0
21975,2010-12-27,0.0
21975,2011-01-03,51.0
21975,2011-01-10,140.0
21975,2011-01-17,76.0
21975,2011-01-24,93.0
21975,2011-01-31,101.0
21975,2011-02-07,174.0
21975,2011-02-14,123.0
21975,2011-02-21,221.0
21975,2011-02-28,100.0
21975,2011-03-07,199.0
21975,2011-03-14,58.0
21975,2011-03-21,237.0
21975,2011-03-28,168.0
21975,2011-04-04,89.0
21975,2011-04-11,82.0
21975,2011-04-18,777.0
21975,2011-04-25,37.0
21975,2011-05-02,132.0
21975,2011-05-09,220.0
21975,2011-05-16,35.0
21975,2011-05-23,113.0
21975,2011-05-30,134.0
21975,2011-06-06,142.0
21975,2011-06-13,357.0
21975,2011-06-20,68.0
21975,2011-06-27,62.0
21975,2011-07-04,797.0
21975,2011-07-11,180.0
21975,2011-07-18,180.0
21975,2011-07-25,134.0
21975,2011-08-01,227.0
21975,2011-08-08,89.0
21975,2011-08-15,848.0
21975,2011-08-22,92.0
21975,2011-08-29,56.0
21975,2011-09-05,383.0
21975,2011-09-12,799.0
21975,2011-09-19,310.0
21975,2011-09-26,136.0
21975,2011-10-03,107.0
21975,2011-10-10,19.0
21975,2011-10-17,103.0
21975,2011-10-24,38.0
21975,2011-10-31,102.0
21975,2011-11-07,125.0
21975,2011-11-14,149.0
21975,2011-11-21,236.0
21975,2011-11-28,100.0
21977,2009-12-07,390.0
21977,2009-12-14,193.0
21977,2009-12-21,6.0
21977,2009-12-28,0.0
21977,2010-01-04,150.0
21977,2010-01-11,192.0
21977,2010-01-18,416.0
21977,2010-01-25,368.0
21977,2010-02-01,201.0
21977,2010-02-08,540.0
21977,2010-02-15,406.0
21977,2010-02-22,907.0
21977,2010-03-01,748.0
21977,2010-03-08,189.0
21977,2010-03-15,622.0
21977,2010-03-22,582.0
21977,2010-03-29,136.0
21977,2010-04-05,491.0
21977,2010-04-12,481.0
21977,2010-04-19,541.0
21977,2010-04-26,986.0
21977,2010-05-03,398.0
21977,2010-05-10,341.0
21977,2010-05-17,511.0
21977,2010-05-24,995.0
21977,2010-05-31,246.0
21977,2010-06-07,706.0
21977,2010-06-14,174.0
21977,2010-06-21,410.0
21977,2010-06-28,1225.0
21977,2010-07-05,517.0
21977,2010-07-12,219.0
21977,2010-07-19,326.0
21977,2010-07-26,196.0
21977,2010-08-02,319.0
21977,2010-08-09,364.0
21977,2010-08-16,1120.0
21977,2010-08-23,1133.0
21977,2010-08-30,433.0
21977,2010-09-06,398.0
21977,2010-09-13,303.0
21977,2010-09-20,497.0
21977,2010-09-27,482.0
21977,2010-10-04,760.0
21977,2010-10-11,721.0
21977,2010-10-18,703.0
21977,2010-10-25,423.0
21977,2010-11-01,490.0
21977,2010-11-08,491.0
21977,2010-11-15,705.0
21977,2010-11-22,847.0
21977,2010-11-29,356.0
21977,2010-12-06,208.0
21977,2010-12-13,141.0
21977,2010-12-20,510.0
21977,2010-12-27,0.0
21977,2011-01-03,155.0
21977,2011-01-10,83.0
21977,2011-01-17,34.0
21977,2011-01-24,96.0
21977,2011-01-31,811.0
21977,2011-02-07,75.0
21977,2011-02-14,320.0
21977,2011-02-21,215.0
21977,2011-02-28,228.0
21977,2011-03-07,396.0
21977,2011-03-14,599.0
21977,2011-03-21,384.0
21977,2011-03-28,338.0
21977,2011-04-04,158.0
21977,2011-04-11,727.0
21977,2011-04-18,1249.0
21977,2011-04-25,183.0
21977,2011-05-02,291.0
21977,2011-05-09,448.0
21977,2011-05-16,149.0
21977,2011-05-23,2825.0
21977,2011-05-30,15.0
21977,2011-06-06,313.0
21977,2011-06-13,207.0
21977,2011-06-20,497.0
21977,2011-06-27,136.0
21977,2011-07-04,93.0
21977,2011-07-11,118.0
21977,2011-07-18,1331.0
21977,2011-07-25,406.0
21977,2011-08-01,223.0
21977,2011-08-08,224.0
21977,2011-08-15,806.0
21977,2011-08-22,828.0
21977,2011-08-29,203.0
21977,2011-09-05,520.0
21977,2011-09-12,718.0
21977,2011-09-19,326.0
21977,2011-09-26,189.0
21977,2011-10-03,829.0
21977,2011-10-10,150.0
21977,2011-10-17,112.0
21977,2011-10-24,97.0
21977,2011-10-31,61.0
21977,2011-11-07,152.0
21977,2011-11-14,127.0
21977,2011-11-21,365.0
21977,2011-11-28,239.0
21980,2009-12-07,380.0
21980,2009-12-14,189.0
21980,2009-12-21,433.0
21980,2009-12-28,0.0
21980,2010-01-04,168.0
21980,2010-01-11,56.0
21980,2010-01-18,2.0
21980,2010-01-25,72.0
21980,2010-02-01,209.0
21980,2010-02-08,123.0
21980,2010-02-15,305.0
21980,2010-02-22,350.0
21980,2010-03-01,252.0
21980,2010-03-08,266.0
21980,2010-03-15,136.0
21980,2010-03-22,10070.0
21980,2010-03-29,75.0
21980,2010-04-05,157.0
21980,2010-04-12,108.0
21980,2010-04-19,63.0
21980,2010-04-26,101.0
21980,2010-05-03,223.0
21980,2010-05-10,300.0
21980,2010-05-17,123.0
21980,2010-05-24,97.0
21980,2010-05-31,90.0
21980,2010-06-07,168.0
21980,2010-06-14,48.0
21980,2010-06-21,25.0
21980,2010-06-28,18.0
21980,2010-07-05,27.0
21980,2010-07-12,144.0
21980,2010-07-19,606.0
21980,2010-07-26,84.0
21980,2010-08-02,25.0
21980,2010-08-09,73.0
21980,2010-08-16,336.0
21980,2010-08-23,89.0
21980,2010-08-30,54.0
21980,2010-09-06,100.0
21980,2010-09-13,52.0
21980,2010-09-20,520.0
21980,2010-09-27,102.0
21980,2010-10-04,78.0
21980,2010-10-11,135.0
21980,2010-10-18,160.0
21980,2010-10-25,124.0
21980,2010-11-01,197.0
21980,2010-11-08,211.0
21980,2010-11-15,169.0
21980,2010-11-22,596.0
21980,2010-11-29,109.0
21980,2010-12-06,22.0
21980,2010-12-13,77.0
21980,2010-12-20,0.0
21980,2010-12-27,0.0
21980,2011-01-03,85.0
21980,2011-01-10,26.0
21980,2011-01-17,62.0
21980,2011-01-24,66.0
21980,2011-01-31,546.0
21980,2011-02-07,13.0
21980,2011-02-14,70.0
21980,2011-02-21,144.0
21980,2011-02-28,6.0
21980,2011-03-07,40.0
21980,2011-03-14,48.0
21980,2011-03-21,90.0
21980,2011-03-28,184.0
21980,2011-04-04,72.0
21980,2011-04-11,98.0
21980,2011-04-18,72.0
21980,2011-04-25,144.0
21980,2011-05-02,230.0
21980,2011-05-09,84.0
21980,2011-05-16,557.0
21980,2011-05-23,24.0
21980,2011-05-30,120.0
21980,2011-06-06,0.0
21980,2011-06-13,52.0
21980,2011-06-20,58.0
21980,2011-06-27,6.0
21980,2011-07-04,85.0
21980,2011-07-11,41.0
21980,2011-07-18,121.0
21980,2011-07-25,97.0
21980,2011-08-01,9.0
21980,2011-08-08,38.0
21980,2011-08-15,88.0
21980,2011-08-22,4.0
21980,2011-08-29,60.0
21980,2011-09-05,218.0
21980,2011-09-12,89.0
21980,2011-09-19,63.0
21980,2011-09-26,73.0
21980,2011-10-03,528.0
21980,2011-10-10,60.0
21980,2011-10-17,84.0
21980,2011-10-24,110.0
21980,2011-10-31,112.0
21980,2011-11-07,46.0
21980,2011-11-14,50.0
21980,2011-11-21,43.0
21980,2011-11-28,30.0
21981,2009-12-07,389.0
21981,2009-12-14,10.0
21981,2009-12-21,0.0
21981,2009-12-28,0.0
21981,2010-01-04,0.0
21981,2010-01-11,0.0
21981,2010-01-18,0.0
21981,2010-01-25,0.0
21981,2010-02-01,0.0
21981,2010-02-08,0.0
21981,2010-02-15,0.0
21981,2010-02-22,0.0
21981,2010-03-01,7.0
21981,2010-03-08,56.0
21981,2010-03-15,800.0
21981,2010-03-22,10264.0
21981,2010-03-29,17.0
21981,2010-04-05,159.0
21981,2010-04-12,96.0
21981,2010-04-19,75.0
21981,2010-04-26,161.0
21981,2010-05-03,104.0
21981,2010-05-10,101.0
21981,2010-05-17,50.0
21981,2010-05-24,61.0
21981,2010-05-31,292.0
21981,2010-06-07,163.0
21981,2010-06-14,4.0
21981,2010-06-21,121.0
21981,2010-06-28,4.0
21981,2010-07-05,17.0
21981,2010-07-12,0.0
21981,2010-07-19,60.0
21981,2010-07-26,147.0
21981,2010-08-02,50.0
21981,2010-08-09,28.0
21981,2010-08-16,295.0
21981,2010-08-23,123.0
21981,2010-08-30,86.0
21981,2010-09-06,82.0
21981,2010-09-13,25.0
21981,2010-09-20,62.0
21981,2010-09-27,59.0
21981,2010-10-04,149.0
21981,2010-10-11,31.0
21981,2010-10-18,24.0
21981,2010-10-25,0.0
21981,2010-11-01,81.0
21981,2010-11-08,74.0
21981,2010-11-15,155.0
21981,2010-11-22,124.0
21981,2010-11-29,157.0
21981,2010-12-06,24.0
21981,2010-12-13,22.0
21981,2010-12-20,0.0
21981,2010-12-27,0.0
21981,2011-01-03,36.0
21981,2011-01-10,12.0
21981,2011-01-17,36.0
21981,2011-01-24,24.0
21981,2011-01-31,5.0
21981,2011-02-07,432.0
21981,2011-02-14,49.0
21981,2011-02-21,36.0
21981,2011-02-28,18.0
21981,2011-03-07,534.0
21981,2011-03-14,48.0
21981,2011-03-21,72.0
21981,2011-03-28,39.0
21981,2011-04-04,96.0
21981,2011-04-11,6.0
21981,2011-04-18,5.0
21981,2011-04-25,168.0
21981,2011-05-02,489.0
21981,2011-05-09,55.0
21981,2011-05-16,13.0
21981,2011-05-23,37.0
21981,2011-05-30,2.0
21981,2011-06-06,1.0
21981,2011-06-13,24.0
21981,2011-06-20,12.0
21981,2011-06-27,25.0
21981,2011-07-04,25.0
21981,2011-07-11,40.0
21981,2011-07-18,77.0
21981,2011-07-25,37.0
21981,2011-08-01,40.0
21981,2011-08-08,12.0
21981,2011-08-15,60.0
21981,2011-08-22,26.0
21981,2011-08-29,30.0
21981,2011-09-05,135.0
21981,2011-09-12,51.0
21981,2011-09-19,76.0
21981,2011-09-26,44.0
21981,2011-10-03,5.0
21981,2011-10-10,16.0
21981,2011-10-17,20.0
21981,2011-10-24,53.0
21981,2011-10-31,96.0
21981,2011-11-07,45.0
21981,2011-11-14,34.0
21981,2011-11-21,29.0
21981,2011-11-28,13.0
21982,2009-12-07,9.0
21982,2009-12-14,2.0
21982,2009-12-21,0.0
21982,2009-12-28,0.0
21982,2010-01-04,0.0
21982,2010-01-11,0.0
21982,2010-01-18,0.0
21982,2010-01-25,0.0
21982,2010-02-01,0.0
21982,2010-02-08,0.0
21982,2010-02-15,0.0
21982,2010-02-22,0.0
21982,2010-03-01,0.0
21982,2010-03-08,62.0
21982,2010-03-15,160.0
21982,2010-03-22,11366.0
21982,2010-03-29,219.0
21982,2010-04-05,254.0
21982,2010-04-12,183.0
21982,2010-04-19,149.0
21982,2010-04-26,690.0
21982,2010-05-03,48.0
21982,2010-05-10,99.0
21982,2010-05-17,5246.0
21982,2010-05-24,159.0
21982,2010-05-31,74.0
21982,2010-06-07,252.0
21982,2010-06-14,87.0
21982,2010-06-21,241.0
21982,2010-06-28,508.0
21982,2010-07-05,206.0
21982,2010-07-12,12.0
21982,2010-07-19,179.0
21982,2010-07-26,99.0
21982,2010-08-02,1.0
21982,2010-08-09,29.0
21982,2010-08-16,277.0
21982,2010-08-23,127.0
21982,2010-08-30,100.0
21982,2010-09-06,75.0
21982,2010-09-13,86.0
21982,2010-09-20,155.0
21982,2010-09-27,90.0
21982,2010-10-04,163.0
21982,2010-10-11,191.0
21982,2010-10-18,654.0
21982,2010-10-25,70.0
21982,2010-11-01,139.0
21982,2010-11-08,356.0
21982,2010-11-15,293.0
21982,2010-11-22,1004.0
21982,2010-11-29,212.0
21982,2010-12-06,116.0
21982,2010-12-13,44.0
21982,2010-12-20,51.0
21982,2010-12-27,0.0
21982,2011-01-03,205.0
21982,2011-01-10,15.0
21982,2011-01-17,16.0
21982,2011-01-24,54.0
21982,2011-01-31,2.0
21982,2011-02-07,1297.0
21982,2011-02-14,43.0
21982,2011-02-21,84.0
21982,2011-02-28,37.0
21982,2011-03-07,37.0
21982,2011-03-14,99.0
21982,2011-03-21,102.0
21982,2011-03-28,196.0
21982,2011-04-04,516.0
21982,2011-04-11,66.0
21982,2011-04-18,26.0
21982,2011-04-25,144.0
21982,2011-05-02,84.0
21982,2011-05-09,93.0
21982,2011-05-16,555.0
21982,2011-05-23,24.0
21982,2011-05-30,79.0
21982,2011-06-06,30.0
21982,2011-06-13,52.0
21982,2011-06-20,10.0
21982,2011-06-27,12.0
21982,2011-07-04,24.0
21982,2011-07-11,7.0
21982,2011-07-18,153.0
21982,2011-07-25,62.0
21982,2011-08-01,83.0
21982,2011-08-08,53.0
21982,2011-08-15,79.0
21982,2011-08-22,113.0
21982,2011-08-29,28.0
21982,2011-09-05,186.0
21982,2011-09-12,92.0
21982,2011-09-19,62.0
21982,2011-09-26,35.0
21982,2011-10-03,8.0
21982,2011-10-10,112.0
21982,2011-10-17,41.0
21982,2011-10-24,107.0
21982,2011-10-31,613.0
21982,2011-11-07,71.0
21982,2011-11-14,166.0
21982,2011-11-21,96.0
21982,2011-11-28,27.0
21984,2009-12-07,132.0
21984,2009-12-14,135.0
21984,2009-12-21,0.0
21984,2009-12-28,0.0
21984,2010-01-04,156.0
21984,2010-01-11,1.0
21984,2010-01-18,48.0
21984,2010-01-25,60.0
21984,2010-02-01,12.0
21984,2010-02-08,12.0
21984,2010-02-15,50.0
21984,2010-02-22,0.0
21984,2010-03-01,4.0
21984,2010-03-08,52.0
21984,2010-03-15,122.0
