sku,week,units,policy,target,shortage,excess,cost,filled
21232,2011-09-26,214.00000000,mean4_tuned,220.00000000,0.00000000,6.00000000,6.00000000,214.00000000
21498,2011-09-26,275.00000000,mean4_tuned,196.00000000,79.00000000,0.00000000,316.00000000,196.00000000
21915,2011-09-26,192.00000000,mean4_tuned,450.00000000,0.00000000,258.00000000,258.00000000,192.00000000
21928,2011-09-26,349.00000000,mean4_tuned,230.00000000,119.00000000,0.00000000,476.00000000,230.00000000
21929,2011-09-26,112.00000000,mean4_tuned,253.00000000,0.00000000,141.00000000,141.00000000,112.00000000
21931,2011-09-26,260.00000000,mean4_tuned,371.00000000,0.00000000,111.00000000,111.00000000,260.00000000
21975,2011-09-26,136.00000000,mean4_tuned,484.00000000,0.00000000,348.00000000,348.00000000,136.00000000
21977,2011-09-26,189.00000000,mean4_tuned,553.00000000,0.00000000,364.00000000,364.00000000,189.00000000
21980,2011-09-26,73.00000000,mean4_tuned,135.00000000,0.00000000,62.00000000,62.00000000,73.00000000
21981,2011-09-26,44.00000000,mean4_tuned,92.00000000,0.00000000,48.00000000,48.00000000,44.00000000
21982,2011-09-26,35.00000000,mean4_tuned,115.00000000,0.00000000,80.00000000,80.00000000,35.00000000
21984,2011-09-26,78.00000000,mean4_tuned,83.00000000,0.00000000,5.00000000,5.00000000,78.00000000
21985,2011-09-26,111.00000000,mean4_tuned,283.00000000,0.00000000,172.00000000,172.00000000,111.00000000
22086,2011-09-26,347.00000000,mean4_tuned,547.00000000,0.00000000,200.00000000,200.00000000,347.00000000
22151,2011-09-26,110.00000000,mean4_tuned,323.00000000,0.00000000,213.00000000,213.00000000,110.00000000
22178,2011-09-26,84.00000000,mean4_tuned,429.00000000,0.00000000,345.00000000,345.00000000,84.00000000
22197,2011-09-26,1663.00000000,mean4_tuned,749.00000000,914.00000000,0.00000000,3656.00000000,749.00000000
22355,2011-09-26,170.00000000,mean4_tuned,344.00000000,0.00000000,174.00000000,174.00000000,170.00000000
22386,2011-09-26,665.00000000,mean4_tuned,604.00000000,61.00000000,0.00000000,244.00000000,604.00000000
22411,2011-09-26,489.00000000,mean4_tuned,374.00000000,115.00000000,0.00000000,460.00000000,374.00000000
22423,2011-09-26,136.00000000,mean4_tuned,154.00000000,0.00000000,18.00000000,18.00000000,136.00000000
22469,2011-09-26,226.00000000,mean4_tuned,546.00000000,0.00000000,320.00000000,320.00000000,226.00000000
22492,2011-09-26,288.00000000,mean4_tuned,223.00000000,65.00000000,0.00000000,260.00000000,223.00000000
22616,2011-09-26,577.00000000,mean4_tuned,322.00000000,255.00000000,0.00000000,1020.00000000,322.00000000
71459,2011-09-26,276.00000000,mean4_tuned,334.00000000,0.00000000,58.00000000,58.00000000,276.00000000
72741,2011-09-26,129.00000000,mean4_tuned,155.00000000,0.00000000,26.00000000,26.00000000,129.00000000
84077,2011-09-26,768.00000000,mean4_tuned,650.00000000,118.00000000,0.00000000,472.00000000,650.00000000
84212,2011-09-26,24.00000000,mean4_tuned,165.00000000,0.00000000,141.00000000,141.00000000,24.00000000
84270,2011-09-26,0.00000000,mean4_tuned,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
84347,2011-09-26,40.00000000,mean4_tuned,220.00000000,0.00000000,180.00000000,180.00000000,40.00000000
84568,2011-09-26,9.00000000,mean4_tuned,511.00000000,0.00000000,502.00000000,502.00000000,9.00000000
84598,2011-09-26,12.00000000,mean4_tuned,30.00000000,0.00000000,18.00000000,18.00000000,12.00000000
84755,2011-09-26,48.00000000,mean4_tuned,368.00000000,0.00000000,320.00000000,320.00000000,48.00000000
84879,2011-09-26,791.00000000,mean4_tuned,613.00000000,178.00000000,0.00000000,712.00000000,613.00000000
84946,2011-09-26,378.00000000,mean4_tuned,320.00000000,58.00000000,0.00000000,232.00000000,320.00000000
84970S,2011-09-26,202.00000000,mean4_tuned,119.00000000,83.00000000,0.00000000,332.00000000,119.00000000
84991,2011-09-26,220.00000000,mean4_tuned,533.00000000,0.00000000,313.00000000,313.00000000,220.00000000
84992,2011-09-26,110.00000000,mean4_tuned,352.00000000,0.00000000,242.00000000,242.00000000,110.00000000
85099B,2011-09-26,889.00000000,mean4_tuned,1045.00000000,0.00000000,156.00000000,156.00000000,889.00000000
85099C,2011-09-26,398.00000000,mean4_tuned,392.00000000,6.00000000,0.00000000,24.00000000,392.00000000
85099F,2011-09-26,204.00000000,mean4_tuned,400.00000000,0.00000000,196.00000000,196.00000000,204.00000000
85123A,2011-09-26,404.00000000,mean4_tuned,662.00000000,0.00000000,258.00000000,258.00000000,404.00000000
15036,2011-10-03,721.00000000,mean4_tuned,104.00000000,617.00000000,0.00000000,2468.00000000,104.00000000
16014,2011-10-03,0.00000000,mean4_tuned,313.00000000,0.00000000,313.00000000,313.00000000,0.00000000
17003,2011-10-03,376.00000000,mean4_tuned,638.00000000,0.00000000,262.00000000,262.00000000,376.00000000
20725,2011-10-03,278.00000000,mean4_tuned,326.00000000,0.00000000,48.00000000,48.00000000,278.00000000
20727,2011-10-03,208.00000000,mean4_tuned,327.00000000,0.00000000,119.00000000,119.00000000,208.00000000
21080,2011-10-03,92.00000000,mean4_tuned,224.00000000,0.00000000,132.00000000,132.00000000,92.00000000
21212,2011-10-03,405.00000000,mean4_tuned,625.00000000,0.00000000,220.00000000,220.00000000,405.00000000
21213,2011-10-03,202.00000000,mean4_tuned,652.00000000,0.00000000,450.00000000,450.00000000,202.00000000
21232,2011-10-03,67.00000000,mean4_tuned,263.00000000,0.00000000,196.00000000,196.00000000,67.00000000
21498,2011-10-03,125.00000000,mean4_tuned,266.00000000,0.00000000,141.00000000,141.00000000,125.00000000
21915,2011-10-03,1771.00000000,mean4_tuned,232.00000000,1539.00000000,0.00000000,6156.00000000,232.00000000
21928,2011-10-03,156.00000000,mean4_tuned,281.00000000,0.00000000,125.00000000,125.00000000,156.00000000
21929,2011-10-03,461.00000000,mean4_tuned,223.00000000,238.00000000,0.00000000,952.00000000,223.00000000
21931,2011-10-03,444.00000000,mean4_tuned,358.00000000,86.00000000,0.00000000,344.00000000,358.00000000
21975,2011-10-03,107.00000000,mean4_tuned,509.00000000,0.00000000,402.00000000,402.00000000,107.00000000
21977,2011-10-03,829.00000000,mean4_tuned,548.00000000,281.00000000,0.00000000,1124.00000000,548.00000000
21980,2011-10-03,528.00000000,mean4_tuned,139.00000000,389.00000000,0.00000000,1556.00000000,139.00000000
21981,2011-10-03,5.00000000,mean4_tuned,96.00000000,0.00000000,91.00000000,91.00000000,5.00000000
21982,2011-10-03,8.00000000,mean4_tuned,118.00000000,0.00000000,110.00000000,110.00000000,8.00000000
21984,2011-10-03,76.00000000,mean4_tuned,95.00000000,0.00000000,19.00000000,19.00000000,76.00000000
21985,2011-10-03,182.00000000,mean4_tuned,290.00000000,0.00000000,108.00000000,108.00000000,182.00000000
22086,2011-10-03,953.00000000,mean4_tuned,596.00000000,357.00000000,0.00000000,1428.00000000,596.00000000
22151,2011-10-03,54.00000000,mean4_tuned,324.00000000,0.00000000,270.00000000,270.00000000,54.00000000
22178,2011-10-03,1459.00000000,mean4_tuned,301.00000000,1158.00000000,0.00000000,4632.00000000,301.00000000
22197,2011-10-03,799.00000000,mean4_tuned,974.00000000,0.00000000,175.00000000,175.00000000,799.00000000
22355,2011-10-03,354.00000000,mean4_tuned,318.00000000,36.00000000,0.00000000,144.00000000,318.00000000
22386,2011-10-03,1539.00000000,mean4_tuned,738.00000000,801.00000000,0.00000000,3204.00000000,738.00000000
22411,2011-10-03,183.00000000,mean4_tuned,479.00000000,0.00000000,296.00000000,296.00000000,183.00000000
22423,2011-10-03,297.00000000,mean4_tuned,169.00000000,128.00000000,0.00000000,512.00000000,169.00000000
22469,2011-10-03,254.00000000,mean4_tuned,576.00000000,0.00000000,322.00000000,322.00000000,254.00000000
22492,2011-10-03,724.00000000,mean4_tuned,278.00000000,446.00000000,0.00000000,1784.00000000,278.00000000
22616,2011-10-03,465.00000000,mean4_tuned,350.00000000,115.00000000,0.00000000,460.00000000,350.00000000
71459,2011-10-03,168.00000000,mean4_tuned,389.00000000,0.00000000,221.00000000,221.00000000,168.00000000
72741,2011-10-03,99.00000000,mean4_tuned,172.00000000,0.00000000,73.00000000,73.00000000,99.00000000
84077,2011-10-03,893.00000000,mean4_tuned,814.00000000,79.00000000,0.00000000,316.00000000,814.00000000
84212,2011-10-03,480.00000000,mean4_tuned,173.00000000,307.00000000,0.00000000,1228.00000000,173.00000000
84270,2011-10-03,0.00000000,mean4_tuned,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
84347,2011-10-03,178.00000000,mean4_tuned,231.00000000,0.00000000,53.00000000,53.00000000,178.00000000
84568,2011-10-03,0.00000000,mean4_tuned,35.00000000,0.00000000,35.00000000,35.00000000,0.00000000
84598,2011-10-03,20.00000000,mean4_tuned,21.00000000,0.00000000,1.00000000,1.00000000,20.00000000
84755,2011-10-03,288.00000000,mean4_tuned,298.00000000,0.00000000,10.00000000,10.00000000,288.00000000
84879,2011-10-03,573.00000000,mean4_tuned,798.00000000,0.00000000,225.00000000,225.00000000,573.00000000
84946,2011-10-03,342.00000000,mean4_tuned,381.00000000,0.00000000,39.00000000,39.00000000,342.00000000
84970S,2011-10-03,40.00000000,mean4_tuned,145.00000000,0.00000000,105.00000000,105.00000000,40.00000000
84991,2011-10-03,157.00000000,mean4_tuned,565.00000000,0.00000000,408.00000000,408.00000000,157.00000000
84992,2011-10-03,161.00000000,mean4_tuned,334.00000000,0.00000000,173.00000000,173.00000000,161.00000000
85099B,2011-10-03,2636.00000000,mean4_tuned,1111.00000000,1525.00000000,0.00000000,6100.00000000,1111.00000000
85099C,2011-10-03,276.00000000,mean4_tuned,434.00000000,0.00000000,158.00000000,158.00000000,276.00000000
85099F,2011-10-03,1172.00000000,mean4_tuned,377.00000000,795.00000000,0.00000000,3180.00000000,377.00000000
85123A,2011-10-03,156.00000000,mean4_tuned,665.00000000,0.00000000,509.00000000,509.00000000,156.00000000
15036,2011-10-10,224.00000000,mean4_tuned,280.00000000,0.00000000,56.00000000,56.00000000,224.00000000
16014,2011-10-10,20.00000000,mean4_tuned,1.00000000,19.00000000,0.00000000,76.00000000,1.00000000
17003,2011-10-10,72.00000000,mean4_tuned,700.00000000,0.00000000,628.00000000,628.00000000,72.00000000
20725,2011-10-10,373.00000000,mean4_tuned,318.00000000,55.00000000,0.00000000,220.00000000,318.00000000
20727,2011-10-10,336.00000000,mean4_tuned,321.00000000,15.00000000,0.00000000,60.00000000,321.00000000
21080,2011-10-10,47.00000000,mean4_tuned,195.00000000,0.00000000,148.00000000,148.00000000,47.00000000
21212,2011-10-10,163.00000000,mean4_tuned,641.00000000,0.00000000,478.00000000,478.00000000,163.00000000
21213,2011-10-10,125.00000000,mean4_tuned,473.00000000,0.00000000,348.00000000,348.00000000,125.00000000
21232,2011-10-10,370.00000000,mean4_tuned,195.00000000,175.00000000,0.00000000,700.00000000,195.00000000
21498,2011-10-10,150.00000000,mean4_tuned,219.00000000,0.00000000,69.00000000,69.00000000,150.00000000
21915,2011-10-10,180.00000000,mean4_tuned,745.00000000,0.00000000,565.00000000,565.00000000,180.00000000
21928,2011-10-10,79.00000000,mean4_tuned,290.00000000,0.00000000,211.00000000,211.00000000,79.00000000
21929,2011-10-10,71.00000000,mean4_tuned,322.00000000,0.00000000,251.00000000,251.00000000,71.00000000
21931,2011-10-10,243.00000000,mean4_tuned,410.00000000,0.00000000,167.00000000,167.00000000,243.00000000
21975,2011-10-10,19.00000000,mean4_tuned,423.00000000,0.00000000,404.00000000,404.00000000,19.00000000
21977,2011-10-10,150.00000000,mean4_tuned,645.00000000,0.00000000,495.00000000,495.00000000,150.00000000
21980,2011-10-10,60.00000000,mean4_tuned,236.00000000,0.00000000,176.00000000,176.00000000,60.00000000
21981,2011-10-10,16.00000000,mean4_tuned,55.00000000,0.00000000,39.00000000,39.00000000,16.00000000
21982,2011-10-10,112.00000000,mean4_tuned,62.00000000,50.00000000,0.00000000,200.00000000,62.00000000
21984,2011-10-10,85.00000000,mean4_tuned,96.00000000,0.00000000,11.00000000,11.00000000,85.00000000
21985,2011-10-10,114.00000000,mean4_tuned,316.00000000,0.00000000,202.00000000,202.00000000,114.00000000
22086,2011-10-10,816.00000000,mean4_tuned,739.00000000,77.00000000,0.00000000,308.00000000,739.00000000
22151,2011-10-10,77.00000000,mean4_tuned,161.00000000,0.00000000,84.00000000,84.00000000,77.00000000
22178,2011-10-10,297.00000000,mean4_tuned,689.00000000,0.00000000,392.00000000,392.00000000,297.00000000
22197,2011-10-10,748.00000000,mean4_tuned,1116.00000000,0.00000000,368.00000000,368.00000000,748.00000000
22355,2011-10-10,230.00000000,mean4_tuned,357.00000000,0.00000000,127.00000000,127.00000000,230.00000000
22386,2011-10-10,397.00000000,mean4_tuned,1026.00000000,0.00000000,629.00000000,629.00000000,397.00000000
22411,2011-10-10,230.00000000,mean4_tuned,447.00000000,0.00000000,217.00000000,217.00000000,230.00000000
22423,2011-10-10,127.00000000,mean4_tuned,229.00000000,0.00000000,102.00000000,102.00000000,127.00000000
22469,2011-10-10,88.00000000,mean4_tuned,581.00000000,0.00000000,493.00000000,493.00000000,88.00000000
22492,2011-10-10,185.00000000,mean4_tuned,478.00000000,0.00000000,293.00000000,293.00000000,185.00000000
22616,2011-10-10,41.00000000,mean4_tuned,472.00000000,0.00000000,431.00000000,431.00000000,41.00000000
71459,2011-10-10,129.00000000,mean4_tuned,365.00000000,0.00000000,236.00000000,236.00000000,129.00000000
72741,2011-10-10,144.00000000,mean4_tuned,175.00000000,0.00000000,31.00000000,31.00000000,144.00000000
84077,2011-10-10,634.00000000,mean4_tuned,988.00000000,0.00000000,354.00000000,354.00000000,634.00000000
84212,2011-10-10,0.00000000,mean4_tuned,165.00000000,0.00000000,165.00000000,165.00000000,0.00000000
84270,2011-10-10,0.00000000,mean4_tuned,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
84347,2011-10-10,469.00000000,mean4_tuned,275.00000000,194.00000000,0.00000000,776.00000000,275.00000000
84568,2011-10-10,18.00000000,mean4_tuned,21.00000000,0.00000000,3.00000000,3.00000000,18.00000000
84598,2011-10-10,6.00000000,mean4_tuned,20.00000000,0.00000000,14.00000000,14.00000000,6.00000000
84755,2011-10-10,48.00000000,mean4_tuned,299.00000000,0.00000000,251.00000000,251.00000000,48.00000000
84879,2011-10-10,412.00000000,mean4_tuned,857.00000000,0.00000000,445.00000000,445.00000000,412.00000000
84946,2011-10-10,475.00000000,mean4_tuned,410.00000000,65.00000000,0.00000000,260.00000000,410.00000000
84970S,2011-10-10,266.00000000,mean4_tuned,130.00000000,136.00000000,0.00000000,544.00000000,130.00000000
84991,2011-10-10,73.00000000,mean4_tuned,443.00000000,0.00000000,370.00000000,370.00000000,73.00000000
84992,2011-10-10,33.00000000,mean4_tuned,357.00000000,0.00000000,324.00000000,324.00000000,33.00000000
85099B,2011-10-10,847.00000000,mean4_tuned,1767.00000000,0.00000000,920.00000000,920.00000000,847.00000000
85099C,2011-10-10,210.00000000,mean4_tuned,383.00000000,0.00000000,173.00000000,173.00000000,210.00000000
85099F,2011-10-10,151.00000000,mean4_tuned,684.00000000,0.00000000,533.00000000,533.00000000,151.00000000
85123A,2011-10-10,599.00000000,mean4_tuned,587.00000000,12.00000000,0.00000000,48.00000000,587.00000000
15036,2011-10-17,122.00000000,mean4_tuned,334.00000000,0.00000000,212.00000000,212.00000000,122.00000000
16014,2011-10-17,20.00000000,mean4_tuned,7.00000000,13.00000000,0.00000000,52.00000000,7.00000000
17003,2011-10-17,204.00000000,mean4_tuned,688.00000000,0.00000000,484.00000000,484.00000000,204.00000000
20725,2011-10-17,146.00000000,mean4_tuned,341.00000000,0.00000000,195.00000000,195.00000000,146.00000000
20727,2011-10-17,138.00000000,mean4_tuned,332.00000000,0.00000000,194.00000000,194.00000000,138.00000000
21080,2011-10-17,156.00000000,mean4_tuned,157.00000000,0.00000000,1.00000000,1.00000000,156.00000000
21212,2011-10-17,143.00000000,mean4_tuned,401.00000000,0.00000000,258.00000000,258.00000000,143.00000000
21213,2011-10-17,336.00000000,mean4_tuned,242.00000000,94.00000000,0.00000000,376.00000000,242.00000000
21232,2011-10-17,139.00000000,mean4_tuned,269.00000000,0.00000000,130.00000000,130.00000000,139.00000000
21498,2011-10-17,100.00000000,mean4_tuned,227.00000000,0.00000000,127.00000000,127.00000000,100.00000000
21915,2011-10-17,487.00000000,mean4_tuned,732.00000000,0.00000000,245.00000000,245.00000000,487.00000000
21928,2011-10-17,173.00000000,mean4_tuned,252.00000000,0.00000000,79.00000000,79.00000000,173.00000000
21929,2011-10-17,84.00000000,mean4_tuned,320.00000000,0.00000000,236.00000000,236.00000000,84.00000000
21931,2011-10-17,140.00000000,mean4_tuned,383.00000000,0.00000000,243.00000000,243.00000000,140.00000000
21975,2011-10-17,103.00000000,mean4_tuned,179.00000000,0.00000000,76.00000000,76.00000000,103.00000000
21977,2011-10-17,112.00000000,mean4_tuned,467.00000000,0.00000000,355.00000000,355.00000000,112.00000000
21980,2011-10-17,84.00000000,mean4_tuned,227.00000000,0.00000000,143.00000000,143.00000000,84.00000000
21981,2011-10-17,20.00000000,mean4_tuned,45.00000000,0.00000000,25.00000000,25.00000000,20.00000000
21982,2011-10-17,41.00000000,mean4_tuned,68.00000000,0.00000000,27.00000000,27.00000000,41.00000000
21984,2011-10-17,2.00000000,mean4_tuned,95.00000000,0.00000000,93.00000000,93.00000000,2.00000000
21985,2011-10-17,49.00000000,mean4_tuned,160.00000000,0.00000000,111.00000000,111.00000000,49.00000000
22086,2011-10-17,698.00000000,mean4_tuned,844.00000000,0.00000000,146.00000000,146.00000000,698.00000000
22151,2011-10-17,170.00000000,mean4_tuned,120.00000000,50.00000000,0.00000000,200.00000000,120.00000000
22178,2011-10-17,199.00000000,mean4_tuned,706.00000000,0.00000000,507.00000000,507.00000000,199.00000000
22197,2011-10-17,613.00000000,mean4_tuned,1179.00000000,0.00000000,566.00000000,566.00000000,613.00000000
22355,2011-10-17,256.00000000,mean4_tuned,298.00000000,0.00000000,42.00000000,42.00000000,256.00000000
22386,2011-10-17,334.00000000,mean4_tuned,1000.00000000,0.00000000,666.00000000,666.00000000,334.00000000
22411,2011-10-17,80.00000000,mean4_tuned,414.00000000,0.00000000,334.00000000,334.00000000,80.00000000
22423,2011-10-17,89.00000000,mean4_tuned,207.00000000,0.00000000,118.00000000,118.00000000,89.00000000
22469,2011-10-17,283.00000000,mean4_tuned,496.00000000,0.00000000,213.00000000,213.00000000,283.00000000
22492,2011-10-17,74.00000000,mean4_tuned,434.00000000,0.00000000,360.00000000,360.00000000,74.00000000
22616,2011-10-17,666.00000000,mean4_tuned,422.00000000,244.00000000,0.00000000,976.00000000,422.00000000
71459,2011-10-17,52.00000000,mean4_tuned,217.00000000,0.00000000,165.00000000,165.00000000,52.00000000
72741,2011-10-17,267.00000000,mean4_tuned,132.00000000,135.00000000,0.00000000,540.00000000,132.00000000
84077,2011-10-17,975.00000000,mean4_tuned,886.00000000,89.00000000,0.00000000,356.00000000,886.00000000
84212,2011-10-17,0.00000000,mean4_tuned,165.00000000,0.00000000,165.00000000,165.00000000,0.00000000
84270,2011-10-17,0.00000000,mean4_tuned,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
84347,2011-10-17,400.00000000,mean4_tuned,330.00000000,70.00000000,0.00000000,280.00000000,330.00000000
84568,2011-10-17,24.00000000,mean4_tuned,16.00000000,8.00000000,0.00000000,32.00000000,16.00000000
84598,2011-10-17,16.00000000,mean4_tuned,19.00000000,0.00000000,3.00000000,3.00000000,16.00000000
84755,2011-10-17,196.00000000,mean4_tuned,192.00000000,4.00000000,0.00000000,16.00000000,192.00000000
84879,2011-10-17,732.00000000,mean4_tuned,755.00000000,0.00000000,23.00000000,23.00000000,732.00000000
84946,2011-10-17,412.00000000,mean4_tuned,523.00000000,0.00000000,111.00000000,111.00000000,412.00000000
84970S,2011-10-17,66.00000000,mean4_tuned,187.00000000,0.00000000,121.00000000,121.00000000,66.00000000
84991,2011-10-17,129.00000000,mean4_tuned,237.00000000,0.00000000,108.00000000,108.00000000,129.00000000
84992,2011-10-17,104.00000000,mean4_tuned,163.00000000,0.00000000,59.00000000,59.00000000,104.00000000
85099B,2011-10-17,725.00000000,mean4_tuned,1800.00000000,0.00000000,1075.00000000,1075.00000000,725.00000000
85099C,2011-10-17,200.00000000,mean4_tuned,414.00000000,0.00000000,214.00000000,214.00000000,200.00000000
85099F,2011-10-17,433.00000000,mean4_tuned,637.00000000,0.00000000,204.00000000,204.00000000,433.00000000
85123A,2011-10-17,152.00000000,mean4_tuned,569.00000000,0.00000000,417.00000000,417.00000000,152.00000000
15036,2011-10-24,101.00000000,mean4_tuned,343.00000000,0.00000000,242.00000000,242.00000000,101.00000000
16014,2011-10-24,0.00000000,mean4_tuned,13.00000000,0.00000000,13.00000000,13.00000000,0.00000000
17003,2011-10-24,1684.00000000,mean4_tuned,484.00000000,1200.00000000,0.00000000,4800.00000000,484.00000000
20725,2011-10-24,234.00000000,mean4_tuned,321.00000000,0.00000000,87.00000000,87.00000000,234.00000000
20727,2011-10-24,132.00000000,mean4_tuned,278.00000000,0.00000000,146.00000000,146.00000000,132.00000000
21080,2011-10-24,88.00000000,mean4_tuned,140.00000000,0.00000000,52.00000000,52.00000000,88.00000000
21212,2011-10-24,449.00000000,mean4_tuned,320.00000000,129.00000000,0.00000000,516.00000000,320.00000000
21213,2011-10-24,361.00000000,mean4_tuned,268.00000000,93.00000000,0.00000000,372.00000000,268.00000000
21232,2011-10-24,137.00000000,mean4_tuned,247.00000000,0.00000000,110.00000000,110.00000000,137.00000000
21498,2011-10-24,325.00000000,mean4_tuned,204.00000000,121.00000000,0.00000000,484.00000000,204.00000000
21915,2011-10-24,217.00000000,mean4_tuned,822.00000000,0.00000000,605.00000000,605.00000000,217.00000000
21928,2011-10-24,125.00000000,mean4_tuned,237.00000000,0.00000000,112.00000000,112.00000000,125.00000000
21929,2011-10-24,67.00000000,mean4_tuned,228.00000000,0.00000000,161.00000000,161.00000000,67.00000000
21931,2011-10-24,342.00000000,mean4_tuned,340.00000000,2.00000000,0.00000000,8.00000000,340.00000000
21975,2011-10-24,38.00000000,mean4_tuned,115.00000000,0.00000000,77.00000000,77.00000000,38.00000000
21977,2011-10-24,97.00000000,mean4_tuned,400.00000000,0.00000000,303.00000000,303.00000000,97.00000000
21980,2011-10-24,110.00000000,mean4_tuned,233.00000000,0.00000000,123.00000000,123.00000000,110.00000000
21981,2011-10-24,53.00000000,mean4_tuned,27.00000000,26.00000000,0.00000000,104.00000000,27.00000000
21982,2011-10-24,107.00000000,mean4_tuned,62.00000000,45.00000000,0.00000000,180.00000000,62.00000000
21984,2011-10-24,38.00000000,mean4_tuned,76.00000000,0.00000000,38.00000000,38.00000000,38.00000000
21985,2011-10-24,55.00000000,mean4_tuned,143.00000000,0.00000000,88.00000000,88.00000000,55.00000000
22086,2011-10-24,752.00000000,mean4_tuned,880.00000000,0.00000000,128.00000000,128.00000000,752.00000000
22151,2011-10-24,173.00000000,mean4_tuned,129.00000000,44.00000000,0.00000000,176.00000000,129.00000000
22178,2011-10-24,1240.00000000,mean4_tuned,638.00000000,602.00000000,0.00000000,2408.00000000,638.00000000
22197,2011-10-24,2771.00000000,mean4_tuned,1195.00000000,1576.00000000,0.00000000,6304.00000000,1195.00000000
22355,2011-10-24,535.00000000,mean4_tuned,316.00000000,219.00000000,0.00000000,876.00000000,316.00000000
22386,2011-10-24,443.00000000,mean4_tuned,918.00000000,0.00000000,475.00000000,475.00000000,443.00000000
22411,2011-10-24,156.00000000,mean4_tuned,307.00000000,0.00000000,151.00000000,151.00000000,156.00000000
22423,2011-10-24,121.00000000,mean4_tuned,203.00000000,0.00000000,82.00000000,82.00000000,121.00000000
22469,2011-10-24,369.00000000,mean4_tuned,266.00000000,103.00000000,0.00000000,412.00000000,266.00000000
22492,2011-10-24,612.00000000,mean4_tuned,398.00000000,214.00000000,0.00000000,856.00000000,398.00000000
22616,2011-10-24,173.00000000,mean4_tuned,547.00000000,0.00000000,374.00000000,374.00000000,173.00000000
71459,2011-10-24,96.00000000,mean4_tuned,196.00000000,0.00000000,100.00000000,100.00000000,96.00000000
72741,2011-10-24,54.00000000,mean4_tuned,200.00000000,0.00000000,146.00000000,146.00000000,54.00000000
84077,2011-10-24,5328.00000000,mean4_tuned,1022.00000000,4306.00000000,0.00000000,17224.00000000,1022.00000000
84212,2011-10-24,54.00000000,mean4_tuned,158.00000000,0.00000000,104.00000000,104.00000000,54.00000000
84270,2011-10-24,0.00000000,mean4_tuned,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
84347,2011-10-24,669.00000000,mean4_tuned,340.00000000,329.00000000,0.00000000,1316.00000000,340.00000000
84568,2011-10-24,0.00000000,mean4_tuned,16.00000000,0.00000000,16.00000000,16.00000000,0.00000000
84598,2011-10-24,0.00000000,mean4_tuned,17.00000000,0.00000000,17.00000000,17.00000000,0.00000000
84755,2011-10-24,112.00000000,mean4_tuned,182.00000000,0.00000000,70.00000000,70.00000000,112.00000000
84879,2011-10-24,745.00000000,mean4_tuned,784.00000000,0.00000000,39.00000000,39.00000000,745.00000000
84946,2011-10-24,216.00000000,mean4_tuned,503.00000000,0.00000000,287.00000000,287.00000000,216.00000000
84970S,2011-10-24,76.00000000,mean4_tuned,180.00000000,0.00000000,104.00000000,104.00000000,76.00000000
84991,2011-10-24,341.00000000,mean4_tuned,181.00000000,160.00000000,0.00000000,640.00000000,181.00000000
84992,2011-10-24,275.00000000,mean4_tuned,128.00000000,147.00000000,0.00000000,588.00000000,128.00000000
85099B,2011-10-24,590.00000000,mean4_tuned,1593.00000000,0.00000000,1003.00000000,1003.00000000,590.00000000
85099C,2011-10-24,391.00000000,mean4_tuned,339.00000000,52.00000000,0.00000000,208.00000000,339.00000000
85099F,2011-10-24,30.00000000,mean4_tuned,613.00000000,0.00000000,583.00000000,583.00000000,30.00000000
85123A,2011-10-24,369.00000000,mean4_tuned,410.00000000,0.00000000,41.00000000,41.00000000,369.00000000
15036,2011-10-31,83.00000000,mean4_tuned,365.00000000,0.00000000,282.00000000,282.00000000,83.00000000
16014,2011-10-31,3021.00000000,mean4_tuned,13.00000000,3008.00000000,0.00000000,12032.00000000,13.00000000
17003,2011-10-31,100.00000000,mean4_tuned,730.00000000,0.00000000,630.00000000,630.00000000,100.00000000
20725,2011-10-31,223.00000000,mean4_tuned,323.00000000,0.00000000,100.00000000,100.00000000,223.00000000
20727,2011-10-31,108.00000000,mean4_tuned,255.00000000,0.00000000,147.00000000,147.00000000,108.00000000
21080,2011-10-31,98.00000000,mean4_tuned,120.00000000,0.00000000,22.00000000,22.00000000,98.00000000
21212,2011-10-31,777.00000000,mean4_tuned,363.00000000,414.00000000,0.00000000,1656.00000000,363.00000000
21213,2011-10-31,131.00000000,mean4_tuned,320.00000000,0.00000000,189.00000000,189.00000000,131.00000000
21232,2011-10-31,201.00000000,mean4_tuned,223.00000000,0.00000000,22.00000000,22.00000000,201.00000000
21498,2011-10-31,325.00000000,mean4_tuned,219.00000000,106.00000000,0.00000000,424.00000000,219.00000000
21915,2011-10-31,2640.00000000,mean4_tuned,830.00000000,1810.00000000,0.00000000,7240.00000000,830.00000000
21928,2011-10-31,207.00000000,mean4_tuned,167.00000000,40.00000000,0.00000000,160.00000000,167.00000000
21929,2011-10-31,69.00000000,mean4_tuned,214.00000000,0.00000000,145.00000000,145.00000000,69.00000000
21931,2011-10-31,245.00000000,mean4_tuned,366.00000000,0.00000000,121.00000000,121.00000000,245.00000000
21975,2011-10-31,102.00000000,mean4_tuned,84.00000000,18.00000000,0.00000000,72.00000000,84.00000000
